Experiment ID	Library ID	Anatomical entity ID	Anatomical entity name	Stage ID	Stage name	Sex	Strain	Expression mapped anatomical entity ID	Expression mapped anatomical entity name	Expression mapped stage ID	Expression mapped stage name	Expression mapped sex	Expression mapped strain	Platform ID	Protocol	Library type	Library orientation	TMM normalization factor	TPM expression threshold	Read count	Mapped read count	Min. read length	Max. read length	All genes percent present	Protein coding genes percent present	Intergenic regions percent present	Distinct rank count	Max rank in the expression mapped condition	Run IDs	Data source	Data source URL	Bgee normalized data URL	Raw file URL
SRP012682	SRX223286	UBERON:0000007	"pituitary gland"	HsapDv:0000237	"third decade stage (human)"	female	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000237	"third decade stage (human)"	female	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.629850	0.182591	57028219	25117714	76	76	47.27	83.63	3.06	30466	NA	SRR662354	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX223286	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX223286
SRP012682	SRX579162	UBERON:0000007	"pituitary gland"	HsapDv:0000237	"third decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000237	"third decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.179998	0.118968	67600804	56523005	76	76	50.42	83.52	3.25	33251	NA	SRR1356660	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX579162	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX579162
SRP012682	SRX616895	UBERON:0000007	"pituitary gland"	HsapDv:0000238	"fourth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000238	"fourth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.495203	0.139679	35247651	29241722	76	76	51.01	84.99	3.38	33040	NA	SRR1439896	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX616895	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX616895
SRP012682	SRX409156	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.471436	0.129648	36789615	31303571	76	76	49.17	83.60	3.45	31558	NA	SRR1077455	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX409156	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX409156
SRP012682	SRX573804	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.467966	0.159986	51811693	42591600	76	76	50.10	83.28	3.16	32976	NA	SRR1343720	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX573804	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX573804
SRP012682	SRX635924	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	female	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.539849	0.171244	43341177	35453572	76	76	50.77	83.52	3.15	33043	NA	SRR1485042	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX635924	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX635924
SRP012682	SRX259901	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.350480	0.166920	95246707	76367819	76	76	50.43	82.12	3.37	34596	NA	SRR807949	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX259901	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX259901
SRP012682	SRX260562	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.449672	0.167284	60971797	48265590	76	76	51.73	83.63	3.04	34230	NA	SRR812342	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX260562	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX260562
SRP012682	SRX421865	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.489298	0.122376	39589816	34365722	76	76	49.70	84.64	3.29	31771	NA	SRR1101612	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX421865	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX421865
SRP012682	SRX575566	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.478765	0.133805	39172836	32367504	76	76	50.83	84.23	3.14	32589	NA	SRR1347236	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX575566	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX575566
SRP012682	SRX629516	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"confidential_restricted_data"	UBERON:0000007	"pituitary gland"	HsapDv:0000239	"fifth decade stage (human)"	male	"wild-type"	Illumina HiSeq 2000	polyA	paired	NA	1.605937	0.168749	50210827	40052726	76	76	54.19	86.86	2.66	35360	NA	SRR1468700	GTEx - dbGAP	https://www.ncbi.nlm.nih.gov/sra/SRX629516	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_SRP012682.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX629516
