ALE	BGee	Golightly_2018	Johnson_2023	URSA_HD
1.0	0.0	0.01321992709599028	0.038439414780542705	0.051558191561313145
0.0	1.0	0.0	0.004505572682001423	0.0
0.01321992709599028	0.0	1.0	0.05298747367254185	0.0
0.038439414780542705	0.004505572682001423	0.05298747367254185	1.0	0.05842577115939827
0.051558191561313145	0.0	0.0	0.05842577115939827	1.0
