ALE	BGee	Cello	DiSignAtlas	Golightly_2018	Gu_2023	Johnson_2023	KrishnanLab	Sirota_2011	URSA	URSA_HD
1.0	0.0007215007215007215	0.0006591957811470006	0.023931623931623933	0.00156128024980484	0.0006557377049180328	0.02621951219512195	0.03785337805462386	0.01702127659574468	0.05821474773609314	0.028846153846153848
0.0007215007215007215	1.0	0.007142857142857143	0.0013542795232936078	0.0	0.04611650485436893	0.013793103448275862	0.017094017094017096	0.0	0.0	0.0
0.0006591957811470006	0.007142857142857143	1.0	0.004724409448818898	0.0	0.034990791896869246	0.02275960170697013	0.026473099914602904	0.0	0.0	0.0
0.023931623931623933	0.0013542795232936078	0.004724409448818898	1.0	0.0022315202231520223	0.008942661756970016	0.01940260403369926	0.01912568306010929	0.011072103699702943	0.015701415701415703	0.019840176357123176
0.00156128024980484	0.0	0.0	0.0022315202231520223	1.0	0.0	0.018947368421052633	0.002072538860103627	0.0	0.0069124423963133645	0.0
0.0006557377049180328	0.04611650485436893	0.034990791896869246	0.008942661756970016	0.0	1.0	0.04454022988505747	0.03951890034364261	0.0	0.0	0.0
0.02621951219512195	0.013793103448275862	0.02275960170697013	0.01940260403369926	0.018947368421052633	0.04454022988505747	1.0	0.07299843014128729	0.00315955766192733	0.08842652795838751	0.05150976909413854
0.03785337805462386	0.017094017094017096	0.026473099914602904	0.01912568306010929	0.002072538860103627	0.03951890034364261	0.07299843014128729	1.0	0.004492362982929021	0.2815533980582524	0.03464870067372473
0.01702127659574468	0.0	0.0	0.011072103699702943	0.0	0.0	0.00315955766192733	0.004492362982929021	1.0	0.008576329331046312	0.011799410029498525
0.05821474773609314	0.0	0.0	0.015701415701415703	0.0069124423963133645	0.0	0.08842652795838751	0.2815533980582524	0.008576329331046312	1.0	0.08134920634920635
0.028846153846153848	0.0	0.0	0.019840176357123176	0.0	0.0	0.05150976909413854	0.03464870067372473	0.011799410029498525	0.08134920634920635	1.0
