Experiment ID	Library ID	Anatomical entity ID	Anatomical entity name	Stage ID	Stage name	Sex	Strain	Expression mapped anatomical entity ID	Expression mapped anatomical entity name	Expression mapped stage ID	Expression mapped stage name	Expression mapped sex	Expression mapped strain	Platform ID	Protocol	Library type	Library orientation	TMM normalization factor	TPM expression threshold	Read count	Mapped read count	Min. read length	Max. read length	All genes percent present	Protein coding genes percent present	Intergenic regions percent present	Distinct rank count	Max rank in the expression mapped condition	Run IDs	Data source	Data source URL	Bgee normalized data URL	Raw file URL
SRP055573	SRX893438	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.101683	0.770127	40322352	30941414	50	50	55.63	66.77	4.46	23971	NA	SRR1821837	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893438	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893438
SRP055573	SRX893439	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.044066	0.644781	39020059	30791176	50	50	57.38	68.78	4.31	24407	NA	SRR1821838	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893439	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893439
SRP055573	SRX893440	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.001323	0.748962	35946207	27924790	50	50	54.12	65.09	4.24	23619	NA	SRR1821839	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893440	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893440
SRP055573	SRX893384	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.469199	1.969650	48151593	32987695	50	50	51.70	62.54	3.82	24076	NA	SRR1821783	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893384	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893384
SRP055573	SRX893385	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.521867	2.079990	38183585	24586651	50	50	52.20	63.13	3.96	23940	NA	SRR1821784	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893385	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893385
SRP055573	SRX893386	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.518209	2.054390	37048001	25122348	50	50	52.24	63.24	4.00	24023	NA	SRR1821785	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893386	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893386
SRP055573	SRX893387	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.440879	1.908260	50590802	34657508	50	50	52.28	63.22	3.82	24201	NA	SRR1821786	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893387	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893387
SRP055573	SRX893388	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.417862	1.831960	44487076	30414201	50	50	52.02	63.00	4.03	24103	NA	SRR1821787	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893388	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893388
SRP055573	SRX893389	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.440420	1.852180	45562595	31520879	50	50	52.22	63.07	4.00	24153	NA	SRR1821788	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893389	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893389
SRP055573	SRX893390	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.520125	2.174560	45528437	30272414	50	50	51.95	62.80	4.02	24175	NA	SRR1821789	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893390	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893390
SRP055573	SRX893391	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.429618	1.926220	60165061	41029349	50	50	51.96	62.84	3.75	24421	NA	SRR1821790	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893391	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893391
SRP055573	SRX893392	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.562168	2.255520	42315858	28393866	50	50	51.53	62.26	3.94	24030	NA	SRR1821791	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893392	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893392
SRP055573	SRX893393	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.406097	1.783570	48247067	33443304	50	50	53.25	64.39	3.83	24393	NA	SRR1821792	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893393	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893393
SRP055573	SRX893394	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.456047	1.988410	37848757	25687127	50	50	52.56	63.56	3.86	24111	NA	SRR1821793	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893394	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893394
SRP055573	SRX893395	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.484116	2.002021	42938289	29307067	50	50	52.43	63.31	3.86	24138	NA	SRR1821794	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893395	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893395
SRP055573	SRX893396	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0000955	"brain"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	1.449037	1.991128	43188620	29330568	50	50	51.37	62.16	3.93	23969	NA	SRR1821795	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893396	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893396
SRP055573	SRX893408	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.716034	0.650670	47511699	38253423	50	50	47.49	57.29	4.56	21930	NA	SRR1821807	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893408	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893408
SRP055573	SRX893409	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.530109	0.594666	35755919	29006146	50	50	44.49	53.76	4.44	21376	NA	SRR1821808	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893409	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893409
SRP055573	SRX893410	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.413137	0.606096	46310655	37591509	50	50	44.03	53.13	4.93	22160	NA	SRR1821809	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893410	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893410
SRP055573	SRX893411	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.430637	0.615205	60165464	48368769	50	50	43.15	52.01	4.78	21741	NA	SRR1821810	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893411	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893411
SRP055573	SRX893412	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.387017	0.503170	52257724	43629253	50	50	41.46	50.02	4.76	20988	NA	SRR1821811	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893412	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893412
SRP055573	SRX893413	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.535719	0.515658	38637107	31683245	50	50	46.51	56.04	4.44	22269	NA	SRR1821812	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893413	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893413
SRP055573	SRX893414	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.489756	0.490281	40758866	33270289	50	50	43.39	52.53	4.53	20864	NA	SRR1821813	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893414	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893414
SRP055573	SRX893415	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.434124	0.518532	53130521	43715458	50	50	43.36	52.34	4.77	21700	NA	SRR1821814	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893415	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893415
SRP055573	SRX893416	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.466843	0.563386	36130088	29934504	50	50	42.17	50.92	4.73	20784	NA	SRR1821815	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893416	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893416
SRP055573	SRX893417	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"NA"	UBERON:0002107	"liver"	UBERON:0000113	"post-juvenile"	male	"wild-type"	Illumina HiSeq 2000	polyA	single	NA	0.718727	0.667259	40877214	31616028	50	50	49.09	59.13	4.51	22582	NA	SRR1821816	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX893417	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP055573.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX893417
SRP022612	SRX277676	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	Illumina Genome Analyzer IIx	polyA	single	NA	1.040832	1.034590	35657004	26994925	76	76	57.11	68.81	4.27	24260	NA	SRR850589	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX277676	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX277676
SRP022612	SRX277677	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	Illumina Genome Analyzer IIx	polyA	single	NA	0.967938	0.840333	46860299	34116545	76	76	57.29	68.91	4.04	24115	NA	SRR850590	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX277677	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX277677
SRP022612	SRX277678	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	Illumina Genome Analyzer IIx	polyA	single	NA	1.039795	0.964824	34588043	26191924	76	76	56.78	68.45	4.07	23953	NA	SRR850591	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX277678	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX277678
SRP022612	SRX277679	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	Illumina Genome Analyzer IIx	polyA	single	NA	1.071898	1.320770	28243033	20895687	76	76	54.18	65.47	3.96	23281	NA	SRR850592	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX277679	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX277679
SRP022612	SRX277680	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	UBERON:0000014	"zone of skin"	UBERON:0000113	"post-juvenile"	male	"TuAB"	Illumina Genome Analyzer IIx	polyA	single	NA	0.871574	0.860105	24554414	19158014	76	76	54.63	66.07	3.87	22599	NA	SRR850593	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX277680	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Danio_rerio/Danio_rerio_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX277680
