id	name	MESH	def
MONDO:0005203	ischemia reperfusion injury	MESH:D015427	"""Adverse functional, metabolic, or structural changes in ischemic tissues resulting from the restoration of blood flow to the tissue (reperfusion), including swelling; hemorrhage; necrosis; and damage from free radicals. The most common instance is myocardial reperfusion injury."" [MESH:D015427]"
MONDO:0005207	choriocarcinoma	MESH:D002822	"""An aggressive malignant tumor arising from trophoblastic cells. The vast majority of cases arise in the uterus and represent gestational choriocarcinomas that derive from placental trophoblastic cells. Approximately half of the cases develop from a complete hydatidiform mole. A minority of cases arise in the testis or the ovaries. There is often marked elevation of human chorionic gonadotropin (hCG) in the blood. Choriocarcinomas disseminate rapidly through the hematogenous route; the lungs are most frequently affected."" [NCIT:C2948]"
MONDO:0005212	rhabdomyosarcoma	MESH:D012208	"""A rare aggressive malignant mesenchymal neoplasm arising from skeletal muscle. It usually occurs in children and young adults. Only a small percentage of tumors arise in the skeletal muscle of the extremities. The majority arise in other anatomical sites."" [NCIT:C3359]"
MONDO:0005219	breast fibrocystic disease	MESH:D005348	"""Fibrosis associated with cyst formation in the breast parenchyma."" [NCIT:C3039]"
MONDO:0005227	abscess	MESH:D000038	"""An inflammatory process characterized by the accumulation of pus within a newly formed tissue cavity which is the result of a bacterial, fungal, or parasitic infection or the presence of a foreign body."" [NCIT:P378]"
MONDO:0005229	bacterial infectious disease with sepsis	MESH:D016470	"""An infectious disease caused by bacteria causing sepsis."" [MONDO:cjm]"
MONDO:0005230	cellulitis	MESH:D002481	"""Inflammation of the dermis and subcutaneous tissues caused by a bacterial infection. Symptoms include erythema, edema, and pain to the affected area."" [NCIT:C26715]"
MONDO:0005231	hepatitis C virus infection	MESH:D006526	"""A viral infection caused by the hepatitis C virus."" [NCIT:C3098]"
MONDO:0005232	large cell carcinoma	MESH:D018287	"""A malignant epithelial neoplasm composed of large, atypical cells."" [NCIT:C3780]"
MONDO:0005233	non-small cell lung carcinoma	MESH:D002289	"""A group of at least three distinct histological types of lung cancer, including non-small cell squamous cell carcinoma, adenocarcinoma, and large cell carcinoma. Non-small cell lung carcinomas have a poor response to conventional chemotherapy."" [NCIT:P378]"
MONDO:0005240	kidney disorder	MESH:D007674	"""A disease involving the kidney."" [https://orcid.org/0000-0002-6601-2165]"
MONDO:0005242	empyema	MESH:D004653	"""An accumulation of pus in a body cavity, usually the pleural space."" [NCIT:C34572]"
MONDO:0005246	osteomyelitis	MESH:D010019	"""An acute or chronic inflammation of the bone and its structures due to infection with pyogenic bacteria."" [NCIT:P378]"
MONDO:0005249	pneumonia	MESH:D011014	"""An acute, acute and chronic, or chronic inflammation focally or diffusely affecting the lung parenchyma, caused by an infection in one or both of the lungs (by bacteria, viruses, fungi, or mycoplasma.). Symptoms include cough, shortness of breath, fevers, chills, chest pain, headache, sweating, and weakness."" [NCIT:P378]"
MONDO:0005252	heart failure	MESH:D006333	"""Inability of the heart to pump blood at an adequate rate to meet tissue metabolic requirements. Clinical symptoms of heart failure include"
MONDO:0005259	Asperger syndrome	MESH:D020817	"""A disorder most often diagnosed in the pediatric years in which the individual displays marked impairment in social interaction and a repetitive, stereotyped pattern of behavior. The individual, however, displays no delay in language or cognitive development, which differentiates Asperger Syndrome from autism."" [NCIT:C97159]"
MONDO:0005260	autism	MESH:D001321	"""Persistent deficits in social interaction and communication and interaction as well as a markedly restricted repertoire of activity and interest as well as repetitive patterns of behavior."" [PMID:28879490]"
MONDO:0005262	central nervous system cyst	MESH:D020863	"""A congenital or acquired cyst that is present in the central nervous system."" [NCIT:P378]"
MONDO:0005264	transient ischemic attack	MESH:D002546	"""A brief attack (from a few minutes to an hour) of cerebral dysfunction of vascular origin, with no persistent neurological deficit."" [NCIT:C50781]"
MONDO:0005265	inflammatory bowel disease	MESH:D015212	"""A spectrum of small and large bowel inflammatory diseases of unknown etiology. It includes Crohn's disease, ulcerative colitis, and colitis of indeterminate type."" [NCIT:C3138]"
MONDO:0005266	diabetic retinopathy	MESH:D003930	"""A chronic, pathological complication associated with diabetes mellitus, where retinal damages are incurred due to microaneurysms in the vasculature of the retina, progressively leading to abnormal blood vessel growth, and swelling and leaking of fluid from blood vessels, resulting in vision loss or blindness."" [NCIT:P378]"
MONDO:0005267	heart disorder	MESH:D006331	"""A disease involving the heart and/or pericardium."" [https://orcid.org/0000-0002-6601-2165]"
MONDO:0005269	carotid artery disorder	MESH:D002340	"""A disease involving the carotid artery segment."" [https://orcid.org/0000-0002-6601-2165]"
MONDO:0005271	allergic disease	MESH:D006967	"""An immune response that occurs following re-exposure to an innocuous antigen, and that requires the presence of existing antibodies against that antigen. This response involves the binding of IgE to mast cells, and may worsen with repeated exposures."" [NCIT:C114476]"
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	MESH:D000753	"""A myelodysplastic syndrome characterized by dysplasia seen in at least 10% of the early cells of 1 cell type (either red blood cells, white blood cells, or megakaryocytes) in the bone marrow."" [doi:10.5772/intechopen.82532, https://orcid.org/0000-0002-4142-7153]"
MONDO:0005275	lung disorder	MESH:D008171	"""A disease involving the lung."" [https://orcid.org/0000-0002-6601-2165]"
MONDO:0005276	dental caries	MESH:D003731	"""The decay of a tooth, in which it becomes softened, discolored, and/or porous."" [NCIT:P378]"
MONDO:0005277	migraine disorder	MESH:D008881	"""A common, severe type of vascular headache often associated with increased sympathetic activity, resulting in nausea, vomiting, and light sensitivity."" [NCIT:C89715]"
MONDO:0005279	pulmonary embolism	MESH:D011655	"""The obstruction of the pulmonary artery or one of its branches by an embolus, sometimes associated with infarction of the lung."" [NCIT:P378]"
MONDO:0005280	prostatitis	MESH:D011472	"""An infectious or non-infectious inflammatory process affecting the prostate gland."" [NCIT:P378]"
MONDO:0005281	gallbladder disorder	MESH:D005705	"""A disease involving the gall bladder."" [https://orcid.org/0000-0002-6601-2165]"
MONDO:0005282	cutaneous lupus erythematosus	MESH:D008178	"""An autoimmune disorder that manifests as different lupus-specific skin disorders; it can occur with systemic lupus erythematosus, or as a singular disease."" [NCIT:P378]"
MONDO:0005283	retinal disorder	MESH:D012164	"""Any disease or disorder of the retina."" [NCIT:C62601]"
MONDO:0005284	chronic progressive multiple sclerosis	MESH:D020528	"""A form of multiple sclerosis characterized by a progressive deterioration in neurologic function which is in contrast to the more typical relapsing remitting form. If the clinical course is free of distinct remissions, it is referred to as primary progressive multiple sclerosis. When the progressive decline is punctuated by acute exacerbations, it is referred to as progressive relapsing multiple sclerosis. The term secondary progressive multiple sclerosis is used when relapsing remitting multiple sclerosis evolves into the chronic progressive form. (From Ann Neurol 1994;36 Suppl:S73-S79; Adams et al., Principles of Neurology, 6th ed, pp903-914)"" [MESH:D020528]"
MONDO:0005286	palatal neoplasm	MESH:D010157	"""A benign or malignant neoplasm that affects the hard palate, soft palate, or uvula."" [NCIT:C4402]"
MONDO:0005287	developmental disability	MESH:D002658	"""Disorders in which there is a delay in development based on that expected for a given age level or stage of development. These impairments or disabilities originate before age 18, may be expected to continue indefinitely, and constitute a substantial impairment. Biological and nonbiological factors are involved in these disorders. (From American Psychiatric Glossary, 6th ed)"" [MESH:D002658]"
MONDO:0005288	intestinal polyp	MESH:D007417	"""Discrete abnormal tissue masses that protrude into the lumen of the intestine. A polyp is attached to the intestinal wall either by a stalk, pedunculus, or by a broad base."" [MESH:D007417]"
MONDO:0005291	brain aneurysm	MESH:D002532	"""A congenital or acquired aneurysm within the cranium."" [NCIT:P378]"
MONDO:0005292	colitis	MESH:D003092	"""Inflammation of the colon."" [NCIT:P378]"
MONDO:0005293	flatfoot	MESH:D005413	"""An anatomic deformity in which the arch of the foot collapses, resulting in the entire sole of the foot coming into complete or near-complete contact with the ground."" [NCIT:P378]"
MONDO:0005294	peripheral vascular disease	MESH:D016481|MESH:D016491	"""Any disorder affecting blood flow through the veins or arteries outside of the heart."" [NCIT:C35136]"
MONDO:0005295	intermittent vascular claudication	MESH:D007383	"""A symptom complex characterized by pain and weakness in skeletal muscle group associated with exercise, such as leg pain and weakness brought on by walking. Such muscle limpness disappears after a brief rest and is often relates to arterial stenosis; muscle ischemia; and accumulation of lactate."" [MESH:D007383]"
MONDO:0005296	sleep apnea syndrome	MESH:D012891	"""A disorder characterized by multiple cessations of respirations during sleep that induce partial arousals and interfere with the maintenance of sleep."" [MESH:D012891, MONDO:cjm]"
MONDO:0005297	urethritis	MESH:D014526	"""Inflammation of the urethra."" [NCIT:P378]"
MONDO:0005298	osteoporosis	MESH:D010024	"""A condition of reduced bone mass, with decreased cortical thickness and a decrease in the number and size of the trabeculae of cancellous bone (but normal chemical composition), resulting in increased fracture incidence. Osteoporosis is classified as primary (Type 1, postmenopausal osteoporosis; Type 2, age-associated osteoporosis; and idiopathic, which can affect juveniles, premenopausal women, and middle-aged men) and secondary osteoporosis (which results from an identifiable cause of bone mass loss)."" [NCIT:C3298]"
MONDO:0005299	brain ischemia	MESH:D002545	"""Diminished or absent blood supply to the brain caused by obstruction (thrombosis or embolism) of an artery resulting in neurologic damage."" [NCIT:C78394]"
MONDO:0005300	chronic kidney disease	MESH:D007676	"""Impairment of the renal function secondary to chronic kidney damage persisting for three or more months."" [NCIT:C80078]"
MONDO:0005301	multiple sclerosis	MESH:D009103	"""A progressive autoimmune disorder affecting the central nervous system resulting in demyelination. Patients develop physical and cognitive impairments that correspond with the affected nerve fibers."" [NCIT:P378]"
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	MESH:D001289	"""A mental disorder characterized by inattention, easy distraction, careless mistakes and avoidance of tasks that require sustained mental focus. These behaviors can lead to maladaptive consequences in the affected individual's life."" [NCIT:C35092]"
MONDO:0005306	ankylosing spondylitis	MESH:D013167	"""An autoimmune chronic inflammatory disorder characterized by inflammation in the vertebral joints of the spine and sacroiliac joints. It predominantly affects young males. Patients present with stiffness and pain in the spine."" [NCIT:P378]"
MONDO:0005309	spinal fracture	MESH:D016103	"""Traumatic or pathological injury to the spine in which the continuity of a vertebral bone is broken. Symptoms include back pain and difficulty bending and twisting."" [NCIT:P378]"
MONDO:0005310	atrial flutter	MESH:D001282	"""A disorder characterized by an electrocardiographic finding of an organized, regular atrial rhythm with atrial rate of 240-340 beats per minute. Multiple P waves typically appear in the inferior leads in a saw tooth-like pattern between the QRS complexes. (CDISC)"" [NCIT:P378]"
MONDO:0005311	atherosclerosis	MESH:D050197	"""Build-up of fatty material and calcium deposition in the arterial wall resulting in partial or complete occlusion of the arterial lumen."" [NCIT:C35768]"
MONDO:0005312	pouchitis	MESH:D019449	"""Acute inflammation in the intestinal mucosa of the continent ileal reservoir (or pouch) in patients who have undergone ileostomy and restorative proctocolectomy (proctocolectomy, restorative)."" [MESH:D019449]"
MONDO:0005313	necrotizing enterocolitis	MESH:D020345	"""Necrotizing enterocolitis (NEC) is a devastating disease that affects mostly the intestine of premature infants. The wall of the intestine is invaded by bacteria, which cause local infection and inflammation that can ultimately destroy the wall of the bowel (intestine). Such bowel wall destruction can lead to perforation of the intestine and spillage of stool into the infant's abdomen, which can result in an overwhelming infection and death."" [https://www.chla.org/necrotizing-enterocolitis]"
MONDO:0005314	relapsing-remitting multiple sclerosis	MESH:D020529	"""The most common clinical variant of multiple sclerosis, characterized by recurrent acute exacerbations of neurologic dysfunction followed by partial or complete recovery. Common clinical manifestations include loss of visual (see optic neuritis), motor, sensory, or bladder function. Acute episodes of demyelination may occur at any site in the central nervous system, and commonly involve the optic nerves, spinal cord, brain stem, and cerebellum. (Adams et al., Principles of Neurology, 6th ed, pp903-914)"" [MESH:D020529]"
MONDO:0005315	bone fracture	MESH:D050723	"""Breaks in bones."" [MESH:D050723]"
MONDO:0005316	bacterial vaginosis	MESH:D016585	"""Infection caused by bacterial overgrowth in the vagina. Most affected women are asymptomatic. When symptoms occur, they include foul-smelling vaginal discharge, vaginal itching, and burning. Risk factors include sexual activity with multiple partners and the use of vaginal douches and intrauterine devices. Up to a third of cases resolve without treatment. Antibiotic treatment is recommended when symptoms are present and for women that are pregnant at the time of infection."" [NCIT:P378]"
MONDO:0005318	canker sore	MESH:D013281	"""A type of stomatitis that is characterized by small white ulcerative lesions, single or multiple, round or oval, lasting for 7-14 days and healing without scarring. It is a recurrent disease of the oral mucosa of unknown etiology."" [NCIT:C62546]"
MONDO:0005319	humerus fracture	MESH:D006810	"""A traumatic or pathologic injury to the humerus in which the continuity of the humerus is broken."" [EFO:0003943]"
MONDO:0005320	tibia fracture	MESH:D013978	"""Traumatic or pathological injury to the tibia in which the continuity of the bone is broken."" [EFO:0003944]"
MONDO:0005321	Fuchs' endothelial dystrophy	MESH:D005642	"""Fuchs endothelial corneal dystrophy (FECD) is the most frequent form of posterior corneal dystrophy and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity."" [Orphanet:98974]"
MONDO:0005322	ulna fracture	MESH:D014458	"""Fractures of the larger bone of the forearm."" [MESH:D014458]"
MONDO:0005323	bacterial sexually transmitted disease	MESH:D015231	"""Bacterial diseases that are potentially transmitted or propagated by sexual conduct."" [MESH:D015231, MONDO:cjm]"
MONDO:0005324	seasonal allergic rhinitis	MESH:D006255	"""Allergic rhinitis caused by outdoor allergens."" [NCIT:C92188]"
MONDO:0005325	radius fracture	MESH:D011885	"""Traumatic or pathological injury to the radius bone in which the continuity of the bone is broken."" [EFO:0003957]"
MONDO:0005326	sunburn	MESH:D013471	"""An inflammatory reaction from ultraviolet radiation characterized by transient redness, tenderness and occasional blistering."" [NCIT:P378]"
MONDO:0005327	hip fracture	MESH:D006620	"""Traumatic or pathological injury to the hip in which the continuity of either the femoral head, femoral neck, intertrochanteric or subtrochanteric regions is broken. Symptoms include pain in the hip or groin, bruising and swelling in and around the hip area. The injured hip is turned outward and the leg appears shorter on that side."" [NCIT:P378]"
MONDO:0005328	eye disorder	MESH:D005128	"""A non-neoplastic or neoplastic disorder that affects the eye. Representative examples include conjunctivitis, glaucoma, cataract, conjunctival squamous cell carcinoma, uveal melanoma, and retinoblastoma."" [NCIT:C26767]"
MONDO:0005333	hyperthyroxinemia	MESH:D006981	"""Abnormally elevated thyroxine level in the blood."" [EFO:0004127]"
MONDO:0005334	hereditary nephritis	MESH:D009394	"""A group of inherited conditions characterized initially by hematuria and slowly progressing to renal insufficiency. The most common form is the Alport syndrome (hereditary nephritis with hearing loss) which is caused by mutations in genes for type IV collagen and defective glomerular basement membrane."" [EFO:0004128]"
MONDO:0005335	colorectal neoplasm	MESH:D015179	"""A benign or malignant neoplasm that affects the colon or rectum. Representative examples of benign neoplasms include lipoma and leiomyoma. Representative examples of malignant neoplasms include carcinoma, lymphoma, and sarcoma. Colorectal adenomas always exhibit epithelial dysplasia and are considered premalignant neoplasms."" [NCIT:C2956]"
MONDO:0005338	open-angle glaucoma	MESH:D005902	"""Chronic outflow obstruction of the eye's drainage canals that can lead to increased internal eye pressure and optic nerve damage."" [NCIT:P378]"
MONDO:0005340	alopecia areata	MESH:D000506	"""Loss of scalp and body hair involving microscopically inflammatory patchy areas."" [MESH:D000506]"
MONDO:0005342	IgA glomerulonephritis	MESH:D005922	"""Inflammation of a specific segment of glomeruli within the kidney."" [NCIT:P378]"
MONDO:0005344	hepatitis B virus infection	MESH:D006509	"""A viral infection caused by the hepatitis B virus."" [NCIT:C3097]"
MONDO:0005345	hypospadias	MESH:D007021	"""Hypospadias is the displacement of the urethral meatus on the ventrum of the penis. This abnormality is associated with a varyingly bent, twisted penis and opened dorsal prepuce."" [Orphanet:440]"
MONDO:0005346	gallstones	MESH:D042882	"""Solid crystalline precipitates in the biliary tract, usually formed in the gallbladder, resulting in the condition of cholelithiasis. Gallstones, derived from the bile, consist mainly of calcium, cholesterol, or bilirubin."" [MESH:D042882]"
MONDO:0005347	hypertriglyceridemia	MESH:D015228	"""A laboratory test result indicating elevated triglyceride concentration in the blood."" [NCIT:P378]"
MONDO:0005348	keloid	MESH:D007627	"""An irregularly shaped, elevated mark on the skin caused by deposits of excessive amounts of collagen during wound healing. It extends beyond the original boundaries of the wound and may enlarge progressively."" [NCIT:P378]"
MONDO:0005349	otosclerosis	MESH:D010040	"""Formation of spongy bone in the labyrinth capsule which can progress toward the stapes (stapedial fixation) or anteriorly toward the cochlea leading to conductive, sensorineural, or mixed hearing loss. Several genes are associated with familial otosclerosis with varied clinical signs."" [MESH:D010040]"
MONDO:0005350	abdominal aortic aneurysm	MESH:D017544	"""Enlargement and ballooning of the vessel that supplies arterial blood to the abdomen, pelvis and legs."" [NCIT:P378]"
MONDO:0005351	anorexia nervosa	MESH:D000856	"""A disorder most often seen in adolescent females characterized by a refusal to maintain a minimally normal body weight, an intense fear of gaining weight, a disturbance in body image, and, in postmenarcheal females, the development of amenorrhea."" [NCIT:P378]"
MONDO:0005352	conduct disorder	MESH:D019955	"""A disorder diagnosed in childhood or adolescence age group characterized by aggressive behavior, deceitfulness, destruction of property or violation of rules that is persistent and repetitive, and within a one year period."" [NCIT:P378]"
MONDO:0005354	chronic hepatitis C virus infection	MESH:D019698	"""Chronic form of hepatitis C infection."" [MONDO:patterns/chronic]"
MONDO:0005355	coronary restenosis	MESH:D023903	"""Recurrent narrowing or constriction of a coronary artery following surgical procedures performed to alleviate a prior obstruction."" [MESH:D023903]"
MONDO:0005356	coronary vasospasm	MESH:D003329	"""Sudden coronary artery smooth muscle contraction leading to lumen constriction and decreased blood flow."" [NCIT:P378]"
MONDO:0005357	Creutzfeldt Jacob disease	MESH:D007562	"""A rare transmittable degenerative disorder of the brain caused by prions. Morphologically it is characterized by spongiform degeneration of the cerebral and cerebellar cortex. Signs and symptoms include sleep disturbances, personality changes, aphasia, ataxia, muscle atrophy and weakness, visual loss, and myoclonus. It usually leads to death within a year from the onset of the disease."" [NCIT:P378]"
MONDO:0005359	drug-induced liver injury	MESH:D056486	"""A spectrum of clinical liver diseases ranging from mild biochemical abnormalities to acute liver failure, caused by drugs, drug metabolites, and chemicals from the environment."" [MESH:D056486]"
MONDO:0005361	eosinophilic esophagitis	MESH:D057765	"""Eosinophilic esophagitis (EoE) is a chronic, allergic disease of the esophagus characterized clinically by symptoms of esophageal dysfunction (including vomiting, dysphagia, feeding disorders, food impaction and abdominal pain) which persist after treatment with proton pump inhibitors (PPIs)."" [Orphanet:73247]"
MONDO:0005362	erectile dysfunction	MESH:D007172	"""Persistent or recurrent inability to achieve or to maintain an erection during sexual activity."" [NCIT:P378]"
MONDO:0005364	Graves disease	MESH:D006111	"""Graves' disease is an autoimmune disorder that leads to overactivity of the thyroid gland (hyperthyroidism).It is caused by an abnormal immune system response that causes the thyroid gland to produce too much thyroid hormones. Graves disease is the most common cause of hyperthyroidism andoccurs mostoften in women over age 20. However, the disorder may occur at any age and may affect males as well.Treatmentmayinclude radioiodine therapy, antithyroid drugs, and/or thyroid surgery."" [GARD:0006549]"
MONDO:0005365	hearing loss disorder	MESH:D034381	"""A partial or complete loss of hearing in one or both ears. It is classified as conductive, sensory, or central."" [NCIT:C35731]"
MONDO:0005366	chronic hepatitis B virus infection	MESH:D019694	"""Chronic form of hepatitis B infection."" [MONDO:patterns/chronic]"
MONDO:0005367	heroin dependence	MESH:D006556	"""Physical and psychological dependence on the drug heroin."" [NCIT:P378]"
MONDO:0005369	carcinoid tumor	MESH:D002276	"""A slow growing neuroendocrine tumor, composed of uniform, round, or polygonal cells having monotonous, centrally located nuclei and small nucleoli, infrequent mitoses, and no necrosis. The tumor may show a variety of patterns, such as solid, trabecular, and acinar. Electron microscopy shows small secretory granules. Immunohistochemical studies reveal NSE, as well as chromogranin immunoreactivity. Malignant histology (cellular pleomorphism, hyperchromatic nuclei, prominent nucleoli, necrosis, and mitoses) can occasionally be seen. Such cases may have an aggressive clinical course. Gastrointestinal tract and lung are common sites of involvement."" [NCIT:C2915]"
MONDO:0005371	mood disorder	MESH:D019964	"""A cognitive disorder a disturbance in which the person's mood is hypothesized to be the main underlying feature."" [Wikipedia:Mood_disorder]"
MONDO:0005372	male infertility	MESH:D007248	"""The inability of the male to effect fertilization of an ovum after a specified period of unprotected intercourse. Male sterility is permanent infertility."" [MESH:D007248]"
MONDO:0005373	meningococcal infection	MESH:D008589	"""Infections with bacteria of the species neisseria meningitidis."" [MESH:D008589]"
MONDO:0005374	bone marrow neoplasm	MESH:D019046	"""Neoplasms that affect the bone marrow. Such neoplasms may arise in the bone marrow (e.g. myeloid leukemias) or may involve the bone marrow as secondary, metastatic tumors (e.g. metastatic carcinomas to the bone marrow)."" [NCIT:C35370]"
MONDO:0005375	nasopharyngeal neoplasm	MESH:D009303	"""A benign or malignant neoplasm affecting the nasopharynx. Representative examples of benign neoplasms include angiofibroma and squamous papilloma. Representative examples of malignant neoplasms include keratinizing squamous cell carcinoma and nonkeratinizing carcinoma."" [NCIT:C3257]"
MONDO:0005376	membranous glomerulonephritis	MESH:D015433	"""A slowly progressive inflammation of the glomeruli characterized by immune complex deposits at the glomerular basement membrane, resulting in a thickened membrane, and nephrotic syndrome."" [NCIT:C34645]"
MONDO:0005377	nephrotic syndrome	MESH:D009404	"""A collection of symptoms that include severe edema, proteinuria, and hypoalbuminemia; it is indicative of renal dysfunction."" [NCIT:C34845]"
MONDO:0005379	neurotic disorder	MESH:D000275|MESH:D003866|MESH:D009497	"""A form of functional mental illness that manifests in distressed emotional reactions such as anxiety, obsessive thoughts, compulsive behaviors, or irrational fears."" [NCIT:C34848]"
MONDO:0005380	osteonecrosis	MESH:D010020	"""A none disease characterized by death of bone tissue due to a lack of blood supply."" [https://www.mayoclinic.org/diseases-conditions/avascular-necrosis/symptoms-causes/syc-20369859]"
MONDO:0005381	bone disorder	MESH:D001847	"""Diseases of bones."" [MESH:D001847]"
MONDO:0005383	panic disorder	MESH:D016584	"""An anxiety disorder characterized by multiple unexpected panic attacks with persistent concern of recurring attacks. Panic disorder may or may not be accompanied by agoraphobia."" [NCIT:P378]"
MONDO:0005384	focal epilepsy	MESH:D004828	"""A seizure caused by a localized disorder."" [NCIT:P378]"
MONDO:0005385	vascular disorder	MESH:D014652	"""A general term used to describe any disease affecting blood vessels]. It includes vascular abnormalities caused by degenerative, metabolic and inflammatory conditions, embolic diseases, coagulative disorders, and functional disorders such as posteri or reversible encephalopathy syndrome."" [https://doi.org/10.1007/978-3-540-78785-3_7]"
MONDO:0005386	peripheral arterial disease	MESH:D058729	"""A disorder of the arteries supplying the upper and lower extremity and the visceral organs. This includes the mesenteric arteries, the renal arteries and the aorta and excludes cerebrovascular arterial disease. Patients experience cramping and pain usually in the calves and thighs while walking. The symptoms subside with rest."" [NCIT:C84496]"
MONDO:0005387	primary ovarian failure	MESH:D016649	"""Absent or premature cessation of ovarian function due to a pathologic process originating within the ovaries."" [NCIT:C113352]"
MONDO:0005388	primary biliary cholangitis	MESH:D008105	"""Primary biliary cholangitis (PBC) is a chronic and slowly progressive cholestatic liver disease of autoimmune etiology characterized by injury of the intrahepatic bile ducts that may eventually lead to liver failure."" [Orphanet:186]"
MONDO:0005391	restless legs syndrome	MESH:D012148	"""A condition that occurs while resting or lying in bed; it is characterized by an irresistible urgency to move the legs to obtain relief from a strange and uncomfortable sensation in the legs."" [NCIT:C84501]"
MONDO:0005392	scoliosis	MESH:D012600	"""A congenital or acquired spinal deformity characterized by lateral curvature of the spine."" [NCIT:P378]"
MONDO:0005393	gout	MESH:D006073	"""A condition characterized by painful swelling of the joints, which is caused by deposition of urate crystals."" [NCIT:C34650]"
MONDO:0005394	brain infarction	MESH:D020520	"""Tissue necrosis in any area of the brain, including the cerebral hemispheres, the cerebellum, and the brain stem. Brain infarction is the result of a cascade of events initiated by inadequate blood flow through the brain that is followed by hypoxia and hypoglycemia in brain tissue. Damage may be temporary, permanent, selective or pan-necrosis."" [MESH:D020520]"
MONDO:0005395	movement disorder	MESH:D009069	"""Neurological conditions resulting in abnormal voluntary or involuntary movement, which may impact the speed, fluency, quality and ease of movement."" [NCIT:C116757]"
MONDO:0005396	thoracic aortic aneurysm	MESH:D017545	"""An aneurysm formed in the wall of the proximal portion of the descending aorta proceeding from the arch of the aorta."" [NCIT:P378]"
MONDO:0005397	goiter	MESH:D006042	"""Enlargement of the thyroid gland usually caused by lack of iodine in the diet, hyperthyroidism, or thyroid nodules. Symptoms include difficulty in breathing and swallowing."" [NCIT:P378]"
MONDO:0005399	venous thromboembolism	MESH:D054556	"""Occlusion of the lumen of a vein by a thrombus that has migrated from a distal site via the blood stream."" [NCIT:C99537]"
MONDO:0005401	colonic neoplasm	MESH:D003110	"""A benign or malignant neoplasm that affects the colon. Representative examples of benign neoplasms include lipoma and leiomyoma. Representative examples of malignant neoplasms include carcinoma, lymphoma, and sarcoma. Colonic adenomas always exhibit epithelial dysplasia and are considered premalignant neoplasms."" [NCIT:C2953]"
MONDO:0005402	lymphoid leukemia	MESH:D007945	"""A malignant lymphocytic neoplasm of B-cell or T-cell lineage involving primarily the bone marrow and the peripheral blood. This category includes precursor or acute lymphoblastic leukemias and chronic leukemias."" [NCIT:C7539]"
MONDO:0005404	myalgic encephalomeyelitis/chronic fatigue syndrome	MESH:D015673	"""A medical condition characterized by long-term fatigue and other symptoms that limit a person's ability to carry out ordinary daily activities."" [http://en.wikipedia.org/wiki/Chronic_fatigue_syndrome]"
MONDO:0005406	gestational diabetes	MESH:D016640	"""Carbohydrate intolerance first diagnosed during pregnancy."" [NCIT:P378]"
MONDO:0005412	duodenal ulcer	MESH:D004381	"""An ulcer in the duodenal wall."" [NCIT:P378]"
MONDO:0005416	osteoarthritis, knee	MESH:D020370	"""Noninflammatory degenerative disease of the knee joint consisting of three large categories"
MONDO:0005417	wet macular degeneration	MESH:D057135	"""A form of RETINAL degeneration in which abnormal CHOROIDAL NEOVASCULARIZATION occurs under the RETINA and MACULA LUTEA, causing bleeding and leaking of fluid. This leads to bulging and or lifting of the macula and the distortion or destruction of central vision."" [MESH:D057135]"
MONDO:0005420	hypothyroidism	MESH:D007037	"""Abnormally low levels of thyroid hormone."" [NCIT:P378]"
MONDO:0005424	elephantiasis	MESH:D004604	"""Enlargement of an area of the body due to obstruction within the lymphatic system and the resulting accumulation of lymph."" [NCIT:P378]"
MONDO:0005429	prion disease	MESH:D017096	"""A transmissible disease that is caused by a protein that is able to induce abnormal folding of normal cellular proteins, leading to characteristic spongiform brain changes, which are associated with neuronal loss without an inflammatory response. Such disorders have typically long incubation periods, but are then generally rapidly progressive and are uniformly fatal."" [NCIT:C128346-modified]"
MONDO:0005440	embryonal carcinoma	MESH:D018236	"""A non-seminomatous malignant germ cell tumor characterized by the presence of large germ cells with abundant cytoplasm resembling epithelial cells, geographic necrosis, high mitotic activity, and pseudoglandular and pseudopapillary structures formation. It can arise from the testis, ovary, and extragonadal sites (central nervous system and mediastinum)."" [NCIT:C3752]"
MONDO:0005441	otitis media	MESH:D010033	"""Inflammation of the anatomical structures of the middle ear, which is most often caused by an infectious process. Symptoms include erythema and edema of the tympanic membrane, pain, and possibly fever."" [NCIT:C34885]"
MONDO:0005445	visceral leishmaniasis	MESH:D007898	"""A severe form of leishmaniasis characterized by irregular bouts of fever, substantial weight loss, swelling of the spleen and liver, and anaemia (which may be serious). If left untreated it may lead to death. Two species of Leishmania are known to give rise to the visceral form of the disease. The species commonly found in East Africa and the Indian subcontinent is L. donovani and the species found in Europe, North Africa, and Latin America is L. infantum, also known as L. chagasi."" [https://www.who.int/leishmaniasis/visceral_leishmaniasis/en/, Wikipedia:Visceral_leishmaniasis]"
MONDO:0005446	cutaneous leishmaniasis	MESH:D016773	"""Leishmaniasis affecting the skin. It is the most common form of leishmaniasis. It presents with erythematous macules and papules, and nodules which may eventually ulcerate. The lesions appear in the bite site in the exposed skin areas."" [NCIT:P378]"
