Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR945190	skeletal muscle tissue		UBERON:0001134	na
SRR945192	skeletal muscle tissue		UBERON:0001134	na
SRR945194	skeletal muscle tissue		UBERON:0001134	na
SRR945196	skeletal muscle tissue		UBERON:0001134	na
SRR945198	skeletal muscle tissue		UBERON:0001134	na
SRR945200	skeletal muscle tissue		UBERON:0001134	na
SRR945202	kidney		UBERON:0002113	na
SRR945204	kidney		UBERON:0002113	na
SRR945206	kidney		UBERON:0002113	na
SRR945208	kidney		UBERON:0002113	na
SRR945210	kidney		UBERON:0002113	na
SRR945212	kidney		UBERON:0002113	na
SRR945214	prefrontal cortex		UBERON:0000451	na
SRR945216	prefrontal cortex		UBERON:0000451	na
SRR945218	prefrontal cortex		UBERON:0000451	na
SRR945220	prefrontal cortex		UBERON:0000451	na
SRR945222	prefrontal cortex		UBERON:0000451	na
SRR945224	prefrontal cortex		UBERON:0000451	na
SRR945226	visual cortex		UBERON:0000411	na
SRR945228	visual cortex		UBERON:0000411	na
SRR945230	visual cortex		UBERON:0000411	na
SRR945232	visual cortex		UBERON:0000411	na
SRR945234	visual cortex		UBERON:0000411	na
SRR945236	visual cortex		UBERON:0000411	na
SRR945238	cerebellar cortex		UBERON:0002129	na
SRR945240	cerebellar cortex		UBERON:0002129	na
SRR945242	cerebellar cortex		UBERON:0002129	na
SRR945244	cerebellar cortex		UBERON:0002129	na
SRR945246	cerebellar cortex		UBERON:0002129	na
SRR945248	cerebellar cortex		UBERON:0002129	na
SRR948490	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948491	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR948492	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948493	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR948494	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR948495	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948496	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948497	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR948498	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948499	blood	acute lymphocytic leukemia	UBERON:0000178	MONDO:0004967
SRR948500	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR948501	bone marrow	acute lymphocytic leukemia	UBERON:0002371	MONDO:0004967
SRR949076	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949077	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949078	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949079	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949081	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949082	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949083	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949084	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949085	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949086	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949087	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949089	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949090	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949091	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949092	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949094	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949095	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949096	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949097	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949098	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949099	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949100	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949101	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949102	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949103	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949104	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949105	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949108	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949109	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949110	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949111	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949112	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949113	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949114	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949117	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949118	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949119	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949121	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949122	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949123	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949124	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR949125	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR949127	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR956936	ovary		UBERON:0000992	na
SRR956937	ovary		UBERON:0000992	na
SRR956938	ovary		UBERON:0000992	na
SRR956939	ovary		UBERON:0000992	na
SRR956940	ovary		UBERON:0000992	na
SRR957884	islet of Langerhans		UBERON:0000006	na
SRR957885	islet of Langerhans		UBERON:0000006	na
SRR957886	islet of Langerhans		UBERON:0000006	na
SRR957887	islet of Langerhans		UBERON:0000006	na
SRR957888	islet of Langerhans		UBERON:0000006	na
SRR957889	islet of Langerhans		UBERON:0000006	na
SRR957890	islet of Langerhans		UBERON:0000006	na
SRR957891	islet of Langerhans		UBERON:0000006	na
SRR957892	islet of Langerhans		UBERON:0000006	na
SRR957893	islet of Langerhans		UBERON:0000006	na
SRR957894	islet of Langerhans		UBERON:0000006	na
SRR957895	islet of Langerhans		UBERON:0000006	na
SRR957896	islet of Langerhans		UBERON:0000006	na
SRR957897	islet of Langerhans		UBERON:0000006	na
SRR957898	islet of Langerhans		UBERON:0000006	na
SRR957899	islet of Langerhans		UBERON:0000006	na
SRR957900	islet of Langerhans		UBERON:0000006	na
SRR957901	islet of Langerhans		UBERON:0000006	na
SRR957902	islet of Langerhans		UBERON:0000006	na
SRR957903	islet of Langerhans		UBERON:0000006	na
SRR957904	islet of Langerhans		UBERON:0000006	na
SRR957905	islet of Langerhans		UBERON:0000006	na
SRR957906	islet of Langerhans		UBERON:0000006	na
SRR957907	islet of Langerhans		UBERON:0000006	na
SRR957908	islet of Langerhans		UBERON:0000006	na
SRR957909	islet of Langerhans		UBERON:0000006	na
SRR957910	islet of Langerhans		UBERON:0000006	na
SRR957911	islet of Langerhans		UBERON:0000006	na
SRR957912	islet of Langerhans		UBERON:0000006	na
SRR957913	islet of Langerhans		UBERON:0000006	na
SRR957914	islet of Langerhans		UBERON:0000006	na
SRR957915	islet of Langerhans		UBERON:0000006	na
SRR957916	islet of Langerhans		UBERON:0000006	na
SRR957917	islet of Langerhans		UBERON:0000006	na
SRR957918	islet of Langerhans		UBERON:0000006	na
SRR957919	islet of Langerhans		UBERON:0000006	na
SRR957920	islet of Langerhans		UBERON:0000006	na
SRR957921	islet of Langerhans		UBERON:0000006	na
SRR957922	islet of Langerhans		UBERON:0000006	na
SRR957923	islet of Langerhans		UBERON:0000006	na
SRR957924	islet of Langerhans		UBERON:0000006	na
SRR957925	islet of Langerhans		UBERON:0000006	na
SRR957926	islet of Langerhans		UBERON:0000006	na
SRR957927	islet of Langerhans		UBERON:0000006	na
SRR957928	islet of Langerhans		UBERON:0000006	na
SRR957929	islet of Langerhans		UBERON:0000006	na
SRR957930	islet of Langerhans		UBERON:0000006	na
SRR957931	islet of Langerhans		UBERON:0000006	na
SRR957932	islet of Langerhans		UBERON:0000006	na
SRR957933	islet of Langerhans		UBERON:0000006	na
SRR957934	islet of Langerhans		UBERON:0000006	na
SRR957935	islet of Langerhans		UBERON:0000006	na
SRR957936	islet of Langerhans		UBERON:0000006	na
SRR957937	islet of Langerhans		UBERON:0000006	na
SRR957938	islet of Langerhans		UBERON:0000006	na
SRR957939	islet of Langerhans		UBERON:0000006	na
SRR957940	islet of Langerhans		UBERON:0000006	na
SRR957941	islet of Langerhans		UBERON:0000006	na
SRR957942	islet of Langerhans		UBERON:0000006	na
SRR957943	islet of Langerhans		UBERON:0000006	na
SRR957944	islet of Langerhans		UBERON:0000006	na
SRR957945	islet of Langerhans		UBERON:0000006	na
SRR957946	islet of Langerhans		UBERON:0000006	na
SRR957947	islet of Langerhans		UBERON:0000006	na
SRR957948	islet of Langerhans		UBERON:0000006	na
SRR957949	islet of Langerhans		UBERON:0000006	na
SRR957950	islet of Langerhans		UBERON:0000006	na
SRR957951	islet of Langerhans		UBERON:0000006	na
SRR957952	islet of Langerhans		UBERON:0000006	na
SRR957953	islet of Langerhans		UBERON:0000006	na
SRR957954	islet of Langerhans		UBERON:0000006	na
SRR957956	islet of Langerhans		UBERON:0000006	na
SRR957957	islet of Langerhans		UBERON:0000006	na
SRR957958	islet of Langerhans		UBERON:0000006	na
SRR957959	islet of Langerhans		UBERON:0000006	na
SRR957960	islet of Langerhans		UBERON:0000006	na
SRR957961	islet of Langerhans		UBERON:0000006	na
SRR957962	islet of Langerhans		UBERON:0000006	na
SRR957963	islet of Langerhans		UBERON:0000006	na
SRR957964	islet of Langerhans		UBERON:0000006	na
SRR957965	islet of Langerhans		UBERON:0000006	na
SRR957966	islet of Langerhans		UBERON:0000006	na
SRR957967	islet of Langerhans		UBERON:0000006	na
SRR957968	islet of Langerhans		UBERON:0000006	na
SRR957969	islet of Langerhans		UBERON:0000006	na
SRR957970	islet of Langerhans		UBERON:0000006	na
SRR957971	islet of Langerhans		UBERON:0000006	na
SRR957972	islet of Langerhans		UBERON:0000006	na
SRR958701	islet of Langerhans		UBERON:0000006	na
SRR958702	islet of Langerhans		UBERON:0000006	na
SRR958703	islet of Langerhans		UBERON:0000006	na
SRR958704	islet of Langerhans		UBERON:0000006	na
SRR958705	islet of Langerhans		UBERON:0000006	na
SRR958706	islet of Langerhans		UBERON:0000006	na
SRR958707	islet of Langerhans		UBERON:0000006	na
SRR958708	islet of Langerhans		UBERON:0000006	na
SRR961663	skin of body	melanoma	UBERON:0002097	MONDO:0005105
SRR961665	skin of body	melanoma	UBERON:0002097	MONDO:0005105
SRR961667	skin of body	melanoma	UBERON:0002097	MONDO:0005105
SRR965802	thyroid gland	thyroid gland follicular carcinoma	UBERON:0002046	MONDO:0005034
SRR965807	thyroid gland	thyroid gland follicular carcinoma	UBERON:0002046	MONDO:0005034
SRR965808	thyroid gland	thyroid gland follicular carcinoma	UBERON:0002046	MONDO:0005034
SRR965809	thyroid gland	thyroid gland follicular carcinoma	UBERON:0002046	MONDO:0005034
SRR965810	thyroid gland	thyroid gland follicular carcinoma	UBERON:0002046	MONDO:0005034
SRR968069	myometrium	pregnancy state_term not in labour	UBERON:0001296	na
SRR968070	myometrium	pregnancy state_term not in labour	UBERON:0001296	na
SRR968071	myometrium	pregnancy state_term not in labour	UBERON:0001296	na
SRR968072	myometrium	pregnancy state_term not in labour	UBERON:0001296	na
SRR968073	myometrium	pregnancy state_term not in labour	UBERON:0001296	na
SRR968074	myometrium	pregnancy state_term in labour	UBERON:0001296	na
SRR968075	myometrium	pregnancy state_term in labour	UBERON:0001296	na
SRR968076	myometrium	pregnancy state_term in labour	UBERON:0001296	na
SRR968077	myometrium	pregnancy state_term in labour	UBERON:0001296	na
SRR968078	myometrium	pregnancy state_term in labour	UBERON:0001296	na
SRR969851	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969852	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969853	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969854	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969855	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969856	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969857	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR969858	bone marrow	metastatic prostate cancer	UBERON:0002371	MONDO:0004956
SRR975551	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975552	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975553	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975554	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975555	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975556	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975557	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975558	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975559	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975560	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975561	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975562	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975563	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975564	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975565	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975566	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975567	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975568	colon	colorectal cancer	UBERON:0001155	MONDO:0005575
SRR975569	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975570	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975571	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975572	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975573	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975574	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975575	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975576	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975577	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975578	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975579	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975580	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975581	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975582	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975583	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975584	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975585	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975586	colonic epithelium	adjacent normal tissue of colorectal cancer	UBERON:0000397	na
SRR975587	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975588	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975589	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975590	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975591	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975592	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975593	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975594	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975595	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975596	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975597	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975598	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975599	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975600	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975601	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975602	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975603	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR975604	liver	metastatic of colorectal cancer	UBERON:0002107	MONDO:0005575
SRR976225	brain		UBERON:0000955	na
SRR976226	brain		UBERON:0000955	na
SRR976227	brain		UBERON:0000955	na
SRR976228	brain		UBERON:0000955	na
SRR976229	brain		UBERON:0000955	na
SRR976230	brain		UBERON:0000955	na
SRR976231	heart		UBERON:0000948	na
SRR976233	heart		UBERON:0000948	na
SRR976234	heart		UBERON:0000948	na
SRR976235	kidney		UBERON:0002113	na
SRR976236	kidney		UBERON:0002113	na
SRR976238	liver		UBERON:0002107	na
SRR976239	liver		UBERON:0002107	na
SRR976240	liver		UBERON:0002107	na
SRR976241	liver		UBERON:0002107	na
SRR976242	liver		UBERON:0002107	na
SRR976243	liver		UBERON:0002107	na
SRR976245	testis		UBERON:0000473	na
SRR976246	testis		UBERON:0000473	na
SRR976247	testis		UBERON:0000473	na
SRR976248	testis		UBERON:0000473	na
SRR976249	testis		UBERON:0000473	na
SRR976738	adipose tissue		UBERON:0001013	na
SRR976754	blood		UBERON:0000178	na
SRR976770	adipose tissue		UBERON:0001013	na
SRR976772	blood		UBERON:0000178	na
SRR988499	blood		UBERON:0000178	na
SRR988501	blood		UBERON:0000178	na
SRR988503	blood		UBERON:0000178	na
SRR988505	blood		UBERON:0000178	na
SRR988507	blood		UBERON:0000178	na
SRR988509	blood		UBERON:0000178	na
SRR988510	blood		UBERON:0000178	na
SRR993713	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR993714	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR993715	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR993716	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR993717	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR993718	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR039611	liver	adjacent normal tissue of hemangioma of liver	UBERON:0002107	na
SRR039612	liver	adjacent normal tissue of hemangioma of liver	UBERON:0002107	na
SRR039617	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR039624	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR040006	uterine cervix		UBERON:0000002	na
SRR040007	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040008	uterine cervix		UBERON:0000002	na
SRR040009	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040010	uterine cervix		UBERON:0000002	na
SRR040011	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040012	uterine cervix		UBERON:0000002	na
SRR040013	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040014	uterine cervix		UBERON:0000002	na
SRR040015	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040016	uterine cervix		UBERON:0000002	na
SRR040017	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040018	uterine cervix		UBERON:0000002	na
SRR040019	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040020	uterine cervix		UBERON:0000002	na
SRR040021	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040022	uterine cervix		UBERON:0000002	na
SRR040023	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040024	uterine cervix		UBERON:0000002	na
SRR040025	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040026	uterine cervix		UBERON:0000002	na
SRR040027	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040028	uterine cervix		UBERON:0000002	na
SRR040029	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040030	uterine cervix		UBERON:0000002	na
SRR040031	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040032	uterine cervix		UBERON:0000002	na
SRR040033	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040034	uterine cervix		UBERON:0000002	na
SRR040035	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040036	uterine cervix		UBERON:0000002	na
SRR040037	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040038	uterine cervix		UBERON:0000002	na
SRR040039	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040040	uterine cervix		UBERON:0000002	na
SRR040041	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR040042	uterine cervix		UBERON:0000002	na
SRR040043	uterine cervix	squamous cell carcinoma	UBERON:0000002	MONDO:0005096
SRR066462	brain		UBERON:0000955	na
SRR070177	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070178	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070179	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070180	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070181	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070182	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070183	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070184	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070185	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070186	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070187	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070188	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070189	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070190	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070191	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070192	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070193	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070194	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070195	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070196	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070230	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070231	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070233	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070236	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070237	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070239	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070244	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR094129	endometrium		UBERON:0001295	na
SRR094130	endometrium		UBERON:0001295	na
SRR1012315	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012316	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012317	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1012318	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012320	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1012321	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1012322	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1012323	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1012324	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012325	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012326	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012327	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012328	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012329	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012330	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012331	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012332	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1024122	primary motor cortex		UBERON:0001384	na
SRR1024130	cingulate gyrus		UBERON:0002967	na
SRR1024131	primary motor cortex		UBERON:0001384	na
SRR1024132	cingulate gyrus		UBERON:0002967	na
SRR1024137	cingulate gyrus		UBERON:0002967	na
SRR1024139	cingulate gyrus		UBERON:0002967	na
SRR1024140	primary motor cortex		UBERON:0001384	na
SRR1024141	cingulate gyrus		UBERON:0002967	na
SRR1028929	islet of Langerhans		UBERON:0000006	na
SRR1028930	islet of Langerhans		UBERON:0000006	na
SRR1028931	islet of Langerhans		UBERON:0000006	na
SRR1035439	islet of Langerhans		UBERON:0000006	na
SRR1035618	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035626	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035632	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035636	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035642	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035646	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035650	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035658	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035660	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035666	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035670	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035674	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035678	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035682	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1042020	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042915	blood plasma		UBERON:0001969	na
SRR1042916	blood plasma		UBERON:0001969	na
SRR1042917	blood plasma		UBERON:0001969	na
SRR1044415	cardiac muscle tissue		UBERON:0001133	na
SRR1044416	cardiac muscle tissue		UBERON:0001133	na
SRR1044417	cardiac muscle tissue		UBERON:0001133	na
SRR1044418	cardiac muscle tissue		UBERON:0001133	na
SRR1044420	cardiac muscle tissue		UBERON:0001133	na
