Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR032116	liver		UBERON:0002107	na
SRR032118	liver		UBERON:0002107	na
SRR032119	liver		UBERON:0002107	na
SRR032120	liver		UBERON:0002107	na
SRR032121	liver		UBERON:0002107	na
SRR032122	liver		UBERON:0002107	na
SRR032123	liver		UBERON:0002107	na
SRR032124	liver		UBERON:0002107	na
SRR032125	liver		UBERON:0002107	na
SRR032126	liver		UBERON:0002107	na
SRR032127	liver		UBERON:0002107	na
SRR039620	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR039622	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR039625	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR039628	brain		UBERON:0000955	na
SRR039629	brain		UBERON:0000955	na
SRR039630	brain		UBERON:0000955	na
SRR039631	brain		UBERON:0000955	na
SRR039632	brain		UBERON:0000955	na
SRR039633	brain		UBERON:0000955	na
SRR057629	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057630	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057631	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057632	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057633	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057634	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057635	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057636	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057637	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057638	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057639	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057640	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057641	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057642	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057643	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057644	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057645	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057646	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057647	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057648	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR057649	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057650	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057651	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057652	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057653	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057654	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057655	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057656	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057657	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR057658	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR060734	retina		UBERON:0000966	na
SRR066423	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR066430	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR066437	prostate gland	prostate adenocarcinoma	UBERON:0002367	MONDO:0005159
SRR066451	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR066453	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR066455	prostate gland	adjacent normal tissue of prostate adenocarcinoma	UBERON:0002367	na
SRR070232	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070234	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070235	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070238	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070240	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070241	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070242	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070243	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070245	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070246	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070247	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR070248	kidney	adjacent normal tissue of kidney cancer	UBERON:0002113	na
SRR070249	kidney	kidney cancer	UBERON:0002113	MONDO:0002367
SRR1002075	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002076	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002077	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002078	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002079	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002080	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002081	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002082	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002083	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002084	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002085	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002086	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002087	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002088	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002089	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002091	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002092	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002093	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002094	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002095	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002096	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002097	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002098	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002099	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002100	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1002101	breast	breast cancer	UBERON:0000310	MONDO:0007254
SRR1004284	prefrontal cortex		UBERON:0000451	na
SRR1004285	prefrontal cortex		UBERON:0000451	na
SRR1004286	prefrontal cortex		UBERON:0000451	na
SRR1004287	prefrontal cortex		UBERON:0000451	na
SRR1004288	prefrontal cortex		UBERON:0000451	na
SRR1004289	prefrontal cortex		UBERON:0000451	na
SRR1004290	prefrontal cortex		UBERON:0000451	na
SRR1004291	prefrontal cortex		UBERON:0000451	na
SRR1004292	prefrontal cortex		UBERON:0000451	na
SRR1004293	prefrontal cortex		UBERON:0000451	na
SRR1004294	prefrontal cortex		UBERON:0000451	na
SRR1004295	prefrontal cortex		UBERON:0000451	na
SRR1004296	prefrontal cortex		UBERON:0000451	na
SRR1004297	prefrontal cortex		UBERON:0000451	na
SRR1004298	prefrontal cortex		UBERON:0000451	na
SRR1004299	prefrontal cortex		UBERON:0000451	na
SRR1004300	prefrontal cortex		UBERON:0000451	na
SRR1004301	prefrontal cortex		UBERON:0000451	na
SRR1004302	prefrontal cortex		UBERON:0000451	na
SRR1004303	prefrontal cortex		UBERON:0000451	na
SRR1004304	prefrontal cortex		UBERON:0000451	na
SRR1004305	prefrontal cortex		UBERON:0000451	na
SRR1004306	prefrontal cortex		UBERON:0000451	na
SRR1004307	prefrontal cortex		UBERON:0000451	na
SRR1004308	prefrontal cortex		UBERON:0000451	na
SRR1004309	prefrontal cortex		UBERON:0000451	na
SRR1004310	prefrontal cortex		UBERON:0000451	na
SRR1004311	prefrontal cortex		UBERON:0000451	na
SRR1004312	prefrontal cortex		UBERON:0000451	na
SRR1004313	prefrontal cortex		UBERON:0000451	na
SRR1004314	prefrontal cortex		UBERON:0000451	na
SRR1004315	prefrontal cortex		UBERON:0000451	na
SRR1004316	prefrontal cortex		UBERON:0000451	na
SRR1004317	prefrontal cortex		UBERON:0000451	na
SRR1004318	prefrontal cortex		UBERON:0000451	na
SRR1004319	prefrontal cortex		UBERON:0000451	na
SRR1004320	prefrontal cortex		UBERON:0000451	na
SRR1004321	prefrontal cortex		UBERON:0000451	na
SRR1012314	skin of body	diffuse large B-cell lymphoma	UBERON:0002097	MONDO:0018905
SRR1012319	skin of body	follicular lymphoma	UBERON:0002097	MONDO:0018906
SRR1019689	blood		UBERON:0000178	na
SRR1024120	primary motor cortex		UBERON:0001384	na
SRR1024121	cingulate gyrus		UBERON:0002967	na
SRR1024123	cingulate gyrus		UBERON:0002967	na
SRR1024124	primary motor cortex		UBERON:0001384	na
SRR1024125	cingulate gyrus		UBERON:0002967	na
SRR1024126	cingulate gyrus		UBERON:0002967	na
SRR1024127	primary motor cortex		UBERON:0001384	na
SRR1024128	cingulate gyrus		UBERON:0002967	na
SRR1024129	primary motor cortex		UBERON:0001384	na
SRR1024133	primary motor cortex		UBERON:0001384	na
SRR1024134	cingulate gyrus		UBERON:0002967	na
SRR1024135	primary motor cortex		UBERON:0001384	na
SRR1024136	cingulate gyrus		UBERON:0002967	na
SRR1024138	primary motor cortex		UBERON:0001384	na
SRR1026870	blood		UBERON:0000178	na
SRR1026873	blood		UBERON:0000178	na
SRR1026875	blood		UBERON:0000178	na
SRR1026879	blood		UBERON:0000178	na
SRR1026881	blood		UBERON:0000178	na
SRR1026885	blood		UBERON:0000178	na
SRR1026889	blood		UBERON:0000178	na
SRR1026891	blood		UBERON:0000178	na
SRR1026895	blood		UBERON:0000178	na
SRR1026898	blood		UBERON:0000178	na
SRR1026900	blood		UBERON:0000178	na
SRR1026902	blood		UBERON:0000178	na
SRR1026906	blood		UBERON:0000178	na
SRR1026910	blood		UBERON:0000178	na
SRR1026914	blood		UBERON:0000178	na
SRR1026918	blood		UBERON:0000178	na
SRR1026922	blood		UBERON:0000178	na
SRR1026924	blood		UBERON:0000178	na
SRR1026926	blood		UBERON:0000178	na
SRR1026928	blood		UBERON:0000178	na
SRR1026930	blood		UBERON:0000178	na
SRR1026932	blood		UBERON:0000178	na
SRR1026936	blood		UBERON:0000178	na
SRR1026940	blood		UBERON:0000178	na
SRR1026942	blood		UBERON:0000178	na
SRR1026944	blood		UBERON:0000178	na
SRR1026946	blood		UBERON:0000178	na
SRR1026948	blood		UBERON:0000178	na
SRR1026950	blood		UBERON:0000178	na
SRR1026952	blood		UBERON:0000178	na
SRR1026954	blood		UBERON:0000178	na
SRR1026956	blood		UBERON:0000178	na
SRR1026958	blood		UBERON:0000178	na
SRR1026960	blood		UBERON:0000178	na
SRR1026962	blood		UBERON:0000178	na
SRR1026964	blood		UBERON:0000178	na
SRR1026968	blood		UBERON:0000178	na
SRR1026970	blood		UBERON:0000178	na
SRR1026974	blood		UBERON:0000178	na
SRR1026978	blood		UBERON:0000178	na
SRR1026980	blood		UBERON:0000178	na
SRR1026982	blood		UBERON:0000178	na
SRR1026986	blood		UBERON:0000178	na
SRR1026988	blood		UBERON:0000178	na
SRR1026990	blood		UBERON:0000178	na
SRR1026992	blood		UBERON:0000178	na
SRR1026994	blood		UBERON:0000178	na
SRR1026996	blood		UBERON:0000178	na
SRR1027000	blood		UBERON:0000178	na
SRR1027002	blood		UBERON:0000178	na
SRR1027004	blood		UBERON:0000178	na
SRR1027006	blood		UBERON:0000178	na
SRR1027008	blood		UBERON:0000178	na
SRR1027010	blood		UBERON:0000178	na
SRR1027171	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027172	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027173	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027174	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027175	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027176	breast	triple-receptor negative breast cancer	UBERON:0000310	MONDO:0005494
SRR1027177	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027178	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027179	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027180	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027181	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027182	breast	non-triple-receptor negative breast cancer	UBERON:0000310	na
SRR1027183	breast	Her2-receptor positive breast cancer	UBERON:0000310	MONDO:0006244
SRR1027184	breast	Her2-receptor positive breast cancer	UBERON:0000310	MONDO:0006244
SRR1027185	breast	Her2-receptor positive breast cancer	UBERON:0000310	MONDO:0006244
SRR1027186	breast	Her2-receptor positive breast cancer	UBERON:0000310	MONDO:0006244
SRR1027187	breast	Her2-receptor positive breast cancer	UBERON:0000310	MONDO:0006244
SRR1027188	breast epithelium		UBERON:0008367	na
SRR1027189	breast epithelium		UBERON:0008367	na
SRR1027190	breast epithelium		UBERON:0008367	na
SRR1027728	islet of Langerhans		UBERON:0000006	na
SRR1027733	islet of Langerhans		UBERON:0000006	na
SRR1027738	islet of Langerhans		UBERON:0000006	na
SRR1027743	islet of Langerhans		UBERON:0000006	na
SRR1027983	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027984	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1027985	lung	adjacent normal tissue of in situ pulmonary adenocarcinoma	UBERON:0002048	na
SRR1027986	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027987	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1027988	lung	adjacent normal tissue of in situ pulmonary adenocarcinoma	UBERON:0002048	na
SRR1027989	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027990	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1027992	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027993	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1027994	lung	adjacent normal tissue of in situ pulmonary adenocarcinoma	UBERON:0002048	na
SRR1027995	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027996	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1027997	lung	adjacent normal tissue of in situ pulmonary adenocarcinoma	UBERON:0002048	na
SRR1027998	lung	in situ pulmonary adenocarcinoma	UBERON:0002048	MONDO:0000503
SRR1027999	lung	lung carcinoma	UBERON:0002048	MONDO:0005138
SRR1028000	lung	adjacent normal tissue of in situ pulmonary adenocarcinoma	UBERON:0002048	na
SRR1035440	islet of Langerhans		UBERON:0000006	na
SRR1035622	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035624	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035630	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035640	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035654	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1035664	mouth mucosa	oral cavity cancer	UBERON:0003729	MONDO:0005515
SRR1036005	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1036010	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1036013	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1036501	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036502	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036503	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036504	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036505	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036506	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036507	external soft tissue zone	overt gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036508	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036509	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036510	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036511	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036512	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1036513	external soft tissue zone	mini gastrointestinal stromal tumor	UBERON:0034929	MONDO:0011719
SRR1042013	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042014	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042015	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042016	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042017	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042018	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042019	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042021	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042022	lumbar spinal cord	familial amyotrophic lateral sclerosis	UBERON:0002793	MONDO:0005144
SRR1042023	lumbar spinal cord		UBERON:0002793	na
SRR1042024	lumbar spinal cord		UBERON:0002793	na
SRR1042025	lumbar spinal cord		UBERON:0002793	na
SRR1042026	lumbar spinal cord		UBERON:0002793	na
SRR1042027	lumbar spinal cord		UBERON:0002793	na
SRR1042028	lumbar spinal cord		UBERON:0002793	na
SRR1042029	lumbar spinal cord		UBERON:0002793	na
SRR1042030	lumbar spinal cord		UBERON:0002793	na
SRR1042031	lumbar spinal cord		UBERON:0002793	na
SRR1042032	lumbar spinal cord		UBERON:0002793	na
SRR1044419	cardiac muscle tissue		UBERON:0001133	na
SRR1044453	cardiac muscle tissue	dilated cardiomyopathy	UBERON:0001133	MONDO:0005021
SRR1047813	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047818	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047823	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047828	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047833	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047838	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047843	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047848	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047853	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047858	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047863	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047864	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047865	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047866	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047867	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047868	dorsolateral prefrontal cortex	bipolar disorder	UBERON:0009834	MONDO:0004985
SRR1047869	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047870	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047871	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047872	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047873	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1047874	dorsolateral prefrontal cortex		UBERON:0009834	na
SRR1054283	prostate gland		UBERON:0002367	na
SRR1054284	prostate gland		UBERON:0002367	na
SRR1054285	prostate gland		UBERON:0002367	na
SRR1054286	prostate gland		UBERON:0002367	na
SRR1054287	prostate gland		UBERON:0002367	na
SRR1054288	prostate gland		UBERON:0002367	na
SRR1054289	prostate gland		UBERON:0002367	na
SRR1054290	prostate gland		UBERON:0002367	na
SRR1054291	prostate gland		UBERON:0002367	na
SRR1054292	prostate gland		UBERON:0002367	na
SRR1057523	skin of body	Merkel cell carcinoma	UBERON:0002097	MONDO:0002120
SRR1057524	lymph node		UBERON:0000029	na
SRR1057525	skin of body	Merkel cell carcinoma	UBERON:0002097	MONDO:0002120
SRR1057526	skin of body	squamous cell carcinoma	UBERON:0002097	MONDO:0005096
SRR1057527	skin of body	melanoma	UBERON:0002097	MONDO:0005105
SRR1057528	skin of body	basal cell carcinoma	UBERON:0002097	MONDO:0020804
SRR1057529	skin of body		UBERON:0002097	na
SRR1101235	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1101236	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1101237	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1101238	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1101239	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1101240	external soft tissue zone	pleomorphic carcinoma 	UBERON:0034929	MONDO:0003573
SRR1103937	prefrontal cortex	early onset Alzheimer's disease	UBERON:0000451	MONDO:0004975
SRR1103940	prefrontal cortex	early onset Alzheimer's disease	UBERON:0000451	MONDO:0004975
SRR1103943	prefrontal cortex	late onset Alzheimer's disease	UBERON:0000451	MONDO:0004976
SRR1103946	prefrontal cortex	late onset Alzheimer's disease	UBERON:0000451	MONDO:0004976
SRR1103947	prefrontal cortex	late onset Alzheimer's disease	UBERON:0000451	MONDO:0004976
SRR1105566	islet of Langerhans		UBERON:0000006	na
SRR1105568	islet of Langerhans		UBERON:0000006	na
SRR1105570	islet of Langerhans		UBERON:0000006	na
SRR1105572	islet of Langerhans		UBERON:0000006	na
SRR1105574	islet of Langerhans		UBERON:0000006	na
SRR1145047	skin of body		UBERON:0002097	na
SRR1145048	skin of body		UBERON:0002097	na
SRR1145049	skin of body		UBERON:0002097	na
SRR1145050	skin of body		UBERON:0002097	na
SRR1146076	skin of body		UBERON:0002097	na
SRR1146077	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146078	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146079	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146080	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146081	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146082	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146083	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146085	skin of body		UBERON:0002097	na
SRR1146087	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146088	skin of body		UBERON:0002097	na
SRR1146089	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146090	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146091	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146092	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146093	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146094	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146095	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146096	skin of body		UBERON:0002097	na
SRR1146097	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146098	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146100	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146101	skin of body		UBERON:0002097	na
SRR1146102	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146103	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146104	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146105	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146106	skin of body		UBERON:0002097	na
SRR1146107	skin of body		UBERON:0002097	na
SRR1146108	skin of body		UBERON:0002097	na
SRR1146109	skin of body		UBERON:0002097	na
SRR1146110	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146111	skin of body		UBERON:0002097	na
SRR1146112	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146113	skin of body		UBERON:0002097	na
SRR1146114	skin of body		UBERON:0002097	na
SRR1146115	skin of body		UBERON:0002097	na
SRR1146116	skin of body		UBERON:0002097	na
SRR1146117	skin of body		UBERON:0002097	na
SRR1146118	skin of body		UBERON:0002097	na
SRR1146119	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146120	skin of body		UBERON:0002097	na
SRR1146121	skin of body		UBERON:0002097	na
SRR1146122	skin of body		UBERON:0002097	na
SRR1146123	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146124	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146125	skin of body		UBERON:0002097	na
SRR1146126	skin of body		UBERON:0002097	na
SRR1146127	skin of body		UBERON:0002097	na
SRR1146128	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146129	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146130	skin of body		UBERON:0002097	na
SRR1146131	skin of body		UBERON:0002097	na
SRR1146132	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146133	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146134	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146135	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146136	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146137	skin of body		UBERON:0002097	na
SRR1146138	skin of body		UBERON:0002097	na
SRR1146139	skin of body		UBERON:0002097	na
SRR1146140	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146141	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146142	skin of body		UBERON:0002097	na
SRR1146143	skin of body		UBERON:0002097	na
SRR1146144	skin of body		UBERON:0002097	na
SRR1146145	skin of body		UBERON:0002097	na
SRR1146146	skin of body		UBERON:0002097	na
SRR1146147	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146148	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146149	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146150	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146151	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146152	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1146153	skin of body		UBERON:0002097	na
SRR1146154	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
