Experiment ID	Library ID	Anatomical entity ID	Anatomical entity name	Stage ID	Stage name	Sex	Strain	Expression mapped anatomical entity ID	Expression mapped anatomical entity name	Expression mapped stage ID	Expression mapped stage name	Expression mapped sex	Expression mapped strain	Platform ID	Protocol	Library type	Library orientation	TMM normalization factor	TPM expression threshold	Read count	Mapped read count	Min. read length	Max. read length	All genes percent present	Protein coding genes percent present	Intergenic regions percent present	Distinct rank count	Max rank in the expression mapped condition	Run IDs	Data source	Data source URL	Bgee normalized data URL	Raw file URL
SRP000401	SRX047653	UBERON:0002548	"larva"	WBls:0000027	"L2 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000027	"L2 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer II	polyA	single	NA	0.867684	0.127745	28181988	24142133	76	76	33.16	72.64	2.92	17212	NA	SRR125337|SRR125338|SRR125339	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX047653	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX047653
SRP000401	SRX036881	UBERON:0002548	"larva"	WBls:0000035	"L3 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000035	"L3 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer II	polyA	single	NA	0.799930	0.097279	80343573	69509376	76	76	36.20	78.57	3.64	18678	NA	SRR089405|SRR089406|SRR089407	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX036881	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036881
SRP000401	SRX008144	UBERON:0002548	"larva"	WBls:0000038	"L4 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000038	"L4 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer II	polyA	single	NA	0.498940	0.179218	65928109	50418708	36	36	35.39	76.89	3.90	19596	NA	SRR023579|SRR023580|SRR023581	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX008144	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX008144
SRP000401	SRX085286	WBbt:0005451	"pharyngeal muscle cell (C elegans)"	WBls:0000021	"fully-elongated embryo Ce (C. elegans)"	NA	"N2"	WBbt:0005451	"pharyngeal muscle cell (C elegans)"	WBls:0000021	"fully-elongated embryo Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	paired	NA	1.000000	0.565015	36457803	35038875	100	100	35.54	62.71	4.75	19904	NA	SRR316929	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX085286	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX085286
SRP000401	SRX085287	WBbt:0005451	"pharyngeal muscle cell (C elegans)"	WBls:0000021	"fully-elongated embryo Ce (C. elegans)"	NA	"N2"	WBbt:0005451	"pharyngeal muscle cell (C elegans)"	WBls:0000021	"fully-elongated embryo Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer II	polyA	paired	NA	0.736227	1.183160	2434193	2342464	76	76	24.98	52.88	1.81	13595	NA	SRR316928	SRA	https://www.ncbi.nlm.nih.gov/sra/SRX085287	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX085287
SRP021083	SRX265354	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.900894	0.206598	68645264	55842611	50	50	35.32	77.48	3.70	18825	NA	SRR827423	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265354	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265354
SRP021083	SRX265355	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.926239	0.200910	81958411	65199477	50	50	35.36	77.46	4.03	18932	NA	SRR827424	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265355	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265355
SRP021083	SRX265356	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000064	"1-day post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.897057	0.241328	51779821	44257906	50	50	34.29	75.47	3.57	18538	NA	SRR827425	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265356	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265356
SRP021083	SRX265360	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.951001	0.173542	51263915	42091518	50	50	34.21	75.05	3.18	18265	NA	SRR827429	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265360	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265360
SRP021083	SRX265361	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.996261	0.154753	69278368	54489801	50	50	35.05	76.62	3.95	18761	NA	SRR827430	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265361	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265361
SRP021083	SRX265362	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000068	"5-days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.894531	0.203133	44473943	38266279	50	50	33.25	73.40	2.82	17967	NA	SRR827431	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265362	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265362
SRP021083	SRX265366	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	1.223374	0.203292	37337993	29938462	50	50	34.34	75.05	3.49	18648	NA	SRR827435	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265366	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265366
SRP021083	SRX265367	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.971061	0.185459	82793654	65731887	50	50	34.28	74.63	4.37	19004	NA	SRR827436	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265367	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265367
SRP021083	SRX265368	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000070	"7-10 days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	0.968466	0.182236	65963469	55288889	50	50	35.02	76.35	4.26	18976	NA	SRR827437	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265368	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265368
SRP021083	SRX265372	UBERON:0007023	"adult organism"	WBls:0000676	"20-days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000676	"20-days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	1.192984	0.278450	68898440	55178383	50	50	35.95	77.88	4.78	19728	NA	SRR827441	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265372	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265372
SRP021083	SRX265373	UBERON:0007023	"adult organism"	WBls:0000676	"20-days post-L4 adult hermaphrodite Ce (C. elegans)"	NA	"N2"	UBERON:0007023	"adult organism"	WBls:0000676	"20-days post-L4 adult hermaphrodite Ce (C. elegans)"	not annotated	"N2"	Illumina HiSeq 2000	polyA	single	NA	1.148441	0.349861	34563636	27720454	50	50	34.42	74.99	4.06	19010	NA	SRR827442	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265373	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265373
GSE16552	SRX006984	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	NA	"N2"	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	0.714810	8.849529	13202626	7151080	34	34	20.63	45.55	0.08	20144	NA	SRR019721	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006984	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006984
GSE16552	SRX006985	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	NA	"N2"	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	1.141291	22.555300	19294142	6881676	34	34	15.40	34.42	0.03	20244	NA	SRR019722	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006985	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006985
GSE16552	SRX006986	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	NA	"N2"	UBERON:0000922	"embryo"	UBERON:0000068	"embryo stage"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	0.818193	12.390300	18801626	8417902	34	34	18.82	41.93	0.05	20197	NA	SRR019723	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006986	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006986
GSE16552	SRX006987	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	0.789126	9.382080	13734907	7072397	34	34	22.76	50.36	0.28	20246	NA	SRR019724	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006987	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006987
GSE16552	SRX006988	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	1.559421	24.392500	18619226	6173877	34	34	14.16	31.41	0.00	20298	NA	SRR019725	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006988	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006988
GSE16552	SRX006989	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	NA	"N2"	UBERON:0002548	"larva"	WBls:0000024	"L1 larva Ce (C. elegans)"	not annotated	"N2"	Illumina Genome Analyzer	polyA	single	NA	1.217441	17.431400	19107712	7317342	34	34	17.69	39.60	0.05	20247	NA	SRR019726	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006989	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006989
GSE41367	SRX191947	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	NA	"JK574 fog-2(q71)"	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	not annotated	"JK574 fog-2(q71)"	Illumina Genome Analyzer IIx	polyA	single	NA	0.878060	0.262762	26708038	24363535	36	36	32.13	71.10	3.80	17853	NA	SRR580383	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191947	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191947
GSE41367	SRX191948	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	NA	"JK574 fog-2(q71)"	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	not annotated	"JK574 fog-2(q71)"	Illumina HiSeq 2000	polyA	single	NA	0.850677	0.266405	28711730	25086929	36	36	34.24	75.61	4.29	18559	NA	SRR580384	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191948	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191948
GSE41367	SRX191949	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	NA	"JK574 fog-2(q71)"	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	not annotated	"JK574 fog-2(q71)"	Illumina HiSeq 2000	polyA	single	NA	1.002783	0.470960	20174660	16884728	36	36	32.47	71.34	4.06	18863	NA	SRR580385	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191949	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191949
GSE41367	SRX191950	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	NA	"JK574 fog-2(q71)"	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	not annotated	"JK574 fog-2(q71)"	Illumina Genome Analyzer IIx	polyA	single	NA	1.138874	0.386421	23534532	19021768	36	36	35.67	78.02	4.65	19304	NA	SRR580386	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191950	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191950
GSE41367	SRX191951	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	NA	"JK574 fog-2(q71)"	UBERON:0007023	"adult organism"	UBERON:0000066	"fully formed stage"	not annotated	"JK574 fog-2(q71)"	Illumina HiSeq 2000	polyA	single	NA	1.054617	0.293380	27405842	22975477	36	36	36.04	79.01	5.06	19225	NA	SRR580387	GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191951	https://bgee.org/ftp/bgee_v15_0/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.gz	https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191951
